pid,pclass,survived,sex,age,sibsp,parch,fare,embarked
1066,3rd,0,male,21,0,0,7.80000019,Southampton
1067,3rd,0,male,28.5,0,0,7.22919989,Cherbourg
1068,3rd,1,female,22,0,0,7.75,Southampton
1069,3rd,0,male,61,0,0,6.23750019,Southampton
1070,3rd,0,male,NA,1,0,15.5,Queenstown
1071,3rd,0,male,NA,0,0,7.82919979,Queenstown
1072,3rd,1,female,NA,1,0,15.5,Queenstown
1073,3rd,0,male,NA,0,0,7.73330021,Queenstown
1074,3rd,0,male,NA,0,0,7.75,Queenstown
1075,3rd,0,male,NA,0,0,7.75,Queenstown
1076,3rd,0,male,23,0,0,9.22500038,Southampton
1077,3rd,0,female,NA,0,0,7.75,Queenstown
1078,3rd,1,female,NA,0,0,7.75,Queenstown
1079,3rd,1,female,NA,0,0,7.87919998,Queenstown
1080,3rd,1,female,22,0,0,7.7750001,Southampton
1081,3rd,1,male,NA,0,0,7.75,Queenstown
1082,3rd,1,female,NA,0,0,7.82919979,Queenstown
1083,3rd,1,male,9,0,1,3.17079997,Southampton
1084,3rd,0,male,28,0,0,22.5249996,Southampton
1085,3rd,0,male,42,0,1,8.4041996,Southampton
1086,3rd,0,male,NA,0,0,7.3125,Southampton
1087,3rd,0,female,31,0,0,7.85419989,Southampton
1088,3rd,0,male,28,0,0,7.85419989,Southampton
1089,3rd,1,male,32,0,0,7.7750001,Southampton
1090,3rd,0,male,20,0,0,9.22500038,Southampton
1091,3rd,0,female,23,0,0,8.66250038,Southampton
1092,3rd,0,female,20,0,0,8.66250038,Southampton
1093,3rd,0,male,20,0,0,8.66250038,Southampton
1094,3rd,0,male,16,0,0,9.2166996,Southampton
1095,3rd,1,female,31,0,0,8.68330002,Southampton
1096,3rd,0,female,NA,0,0,7.62919998,Queenstown
1097,3rd,0,male,2,3,1,21.0750008,Southampton
1098,3rd,0,male,6,3,1,21.0750008,Southampton
1099,3rd,0,female,3,3,1,21.0750008,Southampton
1100,3rd,0,female,8,3,1,21.0750008,Southampton
1101,3rd,0,female,29,0,4,21.0750008,Southampton
1102,3rd,0,male,1,4,1,39.6875,Southampton
1103,3rd,0,male,7,4,1,39.6875,Southampton
1104,3rd,0,male,2,4,1,39.6875,Southampton
1105,3rd,0,male,16,4,1,39.6875,Southampton
1106,3rd,0,male,14,4,1,39.6875,Southampton
1107,3rd,0,female,41,0,5,39.6875,Southampton
1108,3rd,0,male,21,0,0,8.66250038,Southampton
1109,3rd,0,male,19,0,0,14.5,Southampton
1110,3rd,0,male,NA,0,0,8.71249962,Cherbourg
1111,3rd,0,male,32,0,0,7.89580011,Southampton
1112,3rd,0,male,0.75,1,1,13.7749996,Southampton
1113,3rd,0,female,3,1,1,13.7749996,Southampton
1114,3rd,0,female,26,0,2,13.7749996,Southampton
1115,3rd,0,male,NA,0,0,7,Southampton
1116,3rd,0,male,NA,0,0,7.7750001,Southampton
1117,3rd,0,male,NA,0,0,8.05000019,Southampton
1118,3rd,0,male,21,0,0,7.92500019,Southampton
1119,3rd,0,male,25,0,0,7.92500019,Southampton
1120,3rd,0,male,22,0,0,7.25,Southampton
1121,3rd,1,male,25,1,0,7.7750001,Southampton
1122,3rd,1,male,NA,1,1,22.3582993,Cherbourg
1123,3rd,1,female,NA,1,1,22.3582993,Cherbourg
1124,3rd,1,female,NA,0,2,22.3582993,Cherbourg
1125,3rd,0,female,NA,0,0,8.13749981,Queenstown
1126,3rd,0,male,24,0,0,8.05000019,Southampton
1127,3rd,0,female,28,0,0,7.89580011,Southampton
1128,3rd,0,male,19,0,0,7.89580011,Southampton
1129,3rd,0,male,NA,0,0,7.89580011,Southampton
1130,3rd,0,male,25,1,0,7.7750001,Southampton
1131,3rd,0,female,18,0,0,7.7750001,Southampton
1132,3rd,1,male,32,0,0,8.05000019,Southampton
1133,3rd,0,male,NA,0,0,7.89580011,Southampton
1134,3rd,0,male,17,0,0,8.66250038,Southampton
1135,3rd,0,male,24,0,0,8.66250038,Southampton
1136,3rd,0,male,NA,0,0,7.89580011,Southampton
1137,3rd,0,female,NA,0,0,8.11250019,Southampton
1138,3rd,0,male,NA,0,0,7.22919989,Cherbourg
1139,3rd,0,male,NA,0,0,7.25,Southampton
1140,3rd,0,male,38,0,0,7.89580011,Southampton
1141,3rd,0,male,21,0,0,8.05000019,Southampton
1142,3rd,0,male,10,4,1,29.125,Queenstown
1143,3rd,0,male,4,4,1,29.125,Queenstown
1144,3rd,0,male,7,4,1,29.125,Queenstown
1145,3rd,0,male,2,4,1,29.125,Queenstown
1146,3rd,0,male,8,4,1,29.125,Queenstown
1147,3rd,0,female,39,0,5,29.125,Queenstown
1148,3rd,0,female,22,0,0,39.6875,Southampton
1149,3rd,0,male,35,0,0,7.125,Southampton
1150,3rd,1,female,NA,0,0,7.72079992,Queenstown
1151,3rd,0,male,NA,0,0,14.5,Southampton
1152,3rd,0,female,NA,0,0,14.5,Southampton
1153,3rd,0,male,50,1,0,14.5,Southampton
1154,3rd,0,female,47,1,0,14.5,Southampton
1155,3rd,0,male,NA,0,0,8.05000019,Southampton
1156,3rd,0,male,NA,0,0,7.7750001,Southampton
1157,3rd,0,female,2,1,1,20.2124996,Southampton
1158,3rd,0,male,18,1,1,20.2124996,Southampton
1159,3rd,0,female,41,0,2,20.2124996,Southampton
1160,3rd,1,female,NA,0,0,8.05000019,Southampton
1161,3rd,0,male,50,0,0,8.05000019,Southampton
1162,3rd,0,male,16,0,0,8.05000019,Southampton
1163,3rd,1,male,NA,0,0,7.75,Queenstown
1164,3rd,0,male,NA,0,0,24.1499996,Queenstown
1165,3rd,0,male,NA,0,0,7.22919989,Cherbourg
1166,3rd,0,male,25,0,0,7.2249999,Cherbourg
1167,3rd,0,male,NA,0,0,7.2249999,Cherbourg
1168,3rd,0,male,NA,0,0,7.72919989,Queenstown
1169,3rd,0,male,NA,0,0,7.57499981,Southampton
1170,3rd,0,male,38.5,0,0,7.25,Southampton
1171,3rd,0,male,NA,8,2,69.5500031,Southampton
1172,3rd,0,male,14.5,8,2,69.5500031,Southampton
1173,3rd,0,female,NA,8,2,69.5500031,Southampton
1174,3rd,0,female,NA,8,2,69.5500031,Southampton
1175,3rd,0,female,NA,8,2,69.5500031,Southampton
1176,3rd,0,female,NA,8,2,69.5500031,Southampton
1177,3rd,0,male,NA,8,2,69.5500031,Southampton
1178,3rd,0,male,NA,8,2,69.5500031,Southampton
1179,3rd,0,male,NA,8,2,69.5500031,Southampton
1180,3rd,0,male,NA,1,9,69.5500031,Southampton
1181,3rd,0,female,NA,1,9,69.5500031,Southampton
1182,3rd,0,male,24,0,0,9.32499981,Southampton
1183,3rd,1,female,21,0,0,7.6500001,Southampton
1184,3rd,0,male,39,0,0,7.92500019,Southampton
1185,3rd,0,male,NA,2,0,21.6791992,Cherbourg
1186,3rd,0,male,NA,2,0,21.6791992,Cherbourg
1187,3rd,0,male,NA,2,0,21.6791992,Cherbourg
1188,3rd,1,female,1,1,1,16.7000008,Southampton
1189,3rd,1,female,24,0,2,16.7000008,Southampton
1190,3rd,1,female,4,1,1,16.7000008,Southampton
1191,3rd,1,male,25,0,0,9.5,Southampton
1192,3rd,0,male,20,0,0,8.05000019,Southampton
1193,3rd,0,male,24.5,0,0,8.05000019,Southampton
1194,3rd,0,male,NA,0,0,7.7249999,Queenstown
1195,3rd,0,male,NA,0,0,7.89580011,Southampton
1196,3rd,0,male,NA,0,0,7.75,Queenstown
1197,3rd,1,male,29,0,0,9.5,Southampton
1198,3rd,0,male,NA,0,0,15.1000004,Southampton
1199,3rd,1,female,NA,0,0,7.77920008,Queenstown
1200,3rd,0,male,NA,0,0,8.05000019,Southampton
1201,3rd,0,male,NA,0,0,8.05000019,Southampton
1202,3rd,0,male,22,0,0,7.22919989,Cherbourg
1203,3rd,0,male,NA,0,0,8.05000019,Southampton
1204,3rd,0,male,40,0,0,7.89580011,Southampton
1205,3rd,0,male,21,0,0,7.92500019,Southampton
1206,3rd,1,female,18,0,0,7.49580002,Southampton
1207,3rd,0,male,4,3,2,27.8999996,Southampton
1208,3rd,0,male,10,3,2,27.8999996,Southampton
1209,3rd,0,female,9,3,2,27.8999996,Southampton
1210,3rd,0,female,2,3,2,27.8999996,Southampton
1211,3rd,0,male,40,1,4,27.8999996,Southampton
1212,3rd,0,female,45,1,4,27.8999996,Southampton
1213,3rd,0,male,NA,0,0,7.89580011,Southampton
1214,3rd,0,male,NA,0,0,8.05000019,Southampton
1215,3rd,0,male,NA,0,0,8.66250038,Southampton
1216,3rd,0,male,NA,0,0,7.75,Queenstown
1217,3rd,1,female,NA,0,0,7.73330021,Queenstown
1218,3rd,0,male,19,0,0,7.6500001,Southampton
1219,3rd,0,male,30,0,0,8.05000019,Southampton
1220,3rd,0,male,NA,0,0,8.05000019,Southampton
1221,3rd,0,male,32,0,0,8.05000019,Southampton
1222,3rd,0,male,NA,0,0,7.89580011,Southampton
1223,3rd,0,male,33,0,0,8.66250038,Cherbourg
1224,3rd,1,female,23,0,0,7.55000019,Southampton
1225,3rd,0,male,21,0,0,8.05000019,Southampton
1226,3rd,0,male,60.5,0,0,NA,Southampton
1227,3rd,0,male,19,0,0,7.89580011,Southampton
1228,3rd,0,female,22,0,0,9.83749962,Southampton
1229,3rd,1,male,31,0,0,7.92500019,Southampton
1230,3rd,0,male,27,0,0,8.66250038,Southampton
1231,3rd,0,female,2,0,1,10.4624996,Southampton
1232,3rd,0,female,29,1,1,10.4624996,Southampton
1233,3rd,1,male,16,0,0,8.05000019,Southampton
1234,3rd,1,male,44,0,0,7.92500019,Southampton
1235,3rd,0,male,25,0,0,7.05000019,Southampton
1236,3rd,0,male,74,0,0,7.7750001,Southampton
1237,3rd,1,male,14,0,0,9.22500038,Southampton
1238,3rd,0,male,24,0,0,7.79580021,Southampton
1239,3rd,1,male,25,0,0,7.79580021,Southampton
1240,3rd,0,male,34,0,0,8.05000019,Southampton
1241,3rd,1,male,0.416700006,0,1,8.51669979,Cherbourg
1242,3rd,0,male,NA,1,0,6.4375,Cherbourg
1243,3rd,0,male,NA,0,0,6.4375,Cherbourg
1244,3rd,0,male,NA,0,0,7.2249999,Cherbourg
1245,3rd,1,female,16,1,1,8.51669979,Cherbourg
1246,3rd,0,male,NA,0,0,8.05000019,Southampton
1247,3rd,0,male,NA,1,0,16.1000004,Southampton
1248,3rd,1,female,NA,1,0,16.1000004,Southampton
1249,3rd,0,male,32,0,0,7.92500019,Southampton
1250,3rd,0,male,NA,0,0,7.75,Queenstown
1251,3rd,0,male,NA,0,0,7.89580011,Southampton
1252,3rd,0,male,30.5,0,0,8.05000019,Southampton
1253,3rd,0,male,44,0,0,8.05000019,Southampton
1254,3rd,0,male,NA,0,0,7.22919989,Cherbourg
1255,3rd,1,male,25,0,0,0,Southampton
1256,3rd,0,male,NA,0,0,7.22919989,Cherbourg
1257,3rd,1,male,7,1,1,15.2458,Cherbourg
1258,3rd,1,female,9,1,1,15.2458,Cherbourg
1259,3rd,1,female,29,0,2,15.2458,Cherbourg
1260,3rd,0,male,36,0,0,7.89580011,Southampton
1261,3rd,1,female,18,0,0,9.8416996,Southampton
1262,3rd,1,female,63,0,0,9.58749962,Southampton
1263,3rd,0,male,NA,1,1,14.5,Southampton
1264,3rd,0,male,11.5,1,1,14.5,Southampton
1265,3rd,0,male,40.5,0,2,14.5,Southampton
1266,3rd,0,female,10,0,2,24.1499996,Southampton
1267,3rd,0,male,36,1,1,24.1499996,Southampton
1268,3rd,0,female,30,1,1,24.1499996,Southampton
1269,3rd,0,male,NA,0,0,9.5,Southampton
1270,3rd,0,male,33,0,0,9.5,Southampton
1271,3rd,0,male,28,0,0,9.5,Southampton
1272,3rd,0,male,28,0,0,9.5,Southampton
1273,3rd,0,male,47,0,0,9,Southampton
1274,3rd,0,female,18,2,0,18,Southampton
1275,3rd,0,male,31,3,0,18,Southampton
1276,3rd,0,male,16,2,0,18,Southampton
1277,3rd,0,female,31,1,0,18,Southampton
1278,3rd,1,male,22,0,0,7.2249999,Cherbourg
1279,3rd,0,male,20,0,0,7.85419989,Southampton
1280,3rd,0,female,14,0,0,7.85419989,Southampton
1281,3rd,0,male,22,0,0,7.89580011,Southampton
1282,3rd,0,male,22,0,0,9,Southampton
1283,3rd,0,male,NA,0,0,8.05000019,Southampton
1284,3rd,0,male,NA,0,0,7.55000019,Southampton
1285,3rd,0,male,NA,0,0,8.05000019,Southampton
1286,3rd,0,male,32.5,0,0,9.5,Southampton
1287,3rd,1,female,38,0,0,7.22919989,Cherbourg
1288,3rd,0,male,51,0,0,7.75,Southampton
1289,3rd,0,male,18,1,0,6.49580002,Southampton
1290,3rd,0,male,21,1,0,6.49580002,Southampton
1291,3rd,1,female,47,1,0,7,Southampton
1292,3rd,0,male,NA,0,0,8.71249962,Southampton
1293,3rd,0,male,NA,0,0,7.55000019,Southampton
1294,3rd,0,male,NA,0,0,8.05000019,Southampton
1295,3rd,0,male,28.5,0,0,16.1000004,Southampton
1296,3rd,0,male,21,0,0,7.25,Southampton
1297,3rd,0,male,27,0,0,8.66250038,Southampton
1298,3rd,0,male,NA,0,0,7.25,Southampton
1299,3rd,0,male,36,0,0,9.5,Southampton
1300,3rd,0,male,27,1,0,14.4541998,Cherbourg
1301,3rd,1,female,15,1,0,14.4541998,Cherbourg
1302,3rd,0,male,45.5,0,0,7.2249999,Cherbourg
1303,3rd,0,male,NA,0,0,7.2249999,Cherbourg
1304,3rd,0,male,NA,0,0,14.4582996,Cherbourg
1305,3rd,0,female,14.5,1,0,14.4541998,Cherbourg
1306,3rd,0,female,NA,1,0,14.4541998,Cherbourg
1307,3rd,0,male,26.5,0,0,7.2249999,Cherbourg
1308,3rd,0,male,27,0,0,7.2249999,Cherbourg
1309,3rd,0,male,29,0,0,7.875,Southampton
